id,nominador,nominado,práctica,motivo,fecha
1851,PHZJVT,LTJQSN,Gestión visual,flexibilidad,2020-03-13 15:41:14
1852,ICOBBV,HVSCPV,Mejor enfocada,eficiencia,2021-03-08 10:04:45
1853,XQOAVC,WIRZZR,Mindset digital,eficiencia,2021-01-11 10:55:22
1854,WJTRJS,IYSOAD,trabajo en equipo,flexibilidad,2022-08-26 09:22:48
1855,PARQZG,KLBYOH,5S,eficiencia,2020-02-27 16:46:17
1856,TCYMBR,MMMROI,5S,flexibilidad,2021-10-01 11:59:17
1857,YELGTT,YBPEUH,Mejor enfocada,eficiencia,2022-01-05 13:21:15
1858,SKBQGD,OTDUUD,trabajo en equipo,flexibilidad,2022-01-28 08:47:36
1859,WTEZZM,WPCELQ,Gestión visual,eficiencia,2020-05-04 12:05:34
1860,ZGFFFA,SRHEUW,Gestión visual,flexibilidad,2022-06-01 14:09:28
1861,SCEBLG,RCBJMC,Gestión visual,flexibilidad,2020-04-13 13:59:12
1862,XXOQZL,WPCELQ,5S,eficiencia,2021-07-16 15:19:05
1863,PKOKGH,PAFJGV,trabajo en equipo,eficiencia,2021-02-11 10:10:37
1864,VTURVS,MARBVV,5S,flexibilidad,2020-10-21 10:49:03
1865,ZGFFFA,YMYLFX,Gestión visual,liderazgo,2021-09-15 13:17:14
1866,YYZTHO,PWAOVJ,Gestión visual,integridad,2020-10-15 10:39:33
1867,SKTDVR,HXLIJQ,5S,liderazgo,2021-10-06 12:00:10
1868,OIMGGQ,FDKEFG,5S,eficiencia,2021-03-22 12:57:18
1869,ZJTHTP,ZFSNEE,Mindset digital,integridad,2020-06-03 08:03:02
1870,UPALUH,UPALUH,5S,liderazgo,2022-11-16 10:13:50
1871,SRHEUW,ACMRSR,trabajo en equipo,eficiencia,2022-06-13 16:17:47
1872,XPKFER,SRHEUW,Mejor enfocada,liderazgo,2021-01-19 12:51:02
1873,OHZSFW,AORPNC,Gestión visual,integridad,2021-04-20 16:45:18
1874,GYWCQG,DHEKDV,Mejor enfocada,liderazgo,2022-01-18 15:27:32
1875,USOPPP,AAYJSY,trabajo en equipo,flexibilidad,2022-10-03 10:55:31
1876,WEAMZG,VFHEHR,Mindset digital,flexibilidad,2021-11-23 10:27:10
1877,HCETRA,EAOTWG,trabajo en equipo,eficiencia,2021-02-03 12:17:28
1878,ZFSNEE,NAAYMW,Gestión visual,integridad,2021-08-17 13:00:19
1879,YPEREB,UXWVVZ,5S,flexibilidad,2022-08-22 10:17:58
1880,XXOQZL,MDSLPF,5S,liderazgo,2021-05-12 12:02:41
1881,TNFUQD,EDTPEY,Mindset digital,flexibilidad,2022-08-01 10:26:44
1882,XGLFJS,PKOKGH,Mindset digital,flexibilidad,2020-07-27 08:03:02
1883,YYZTHO,THIDGP,Gestión visual,liderazgo,2021-01-18 12:08:09
1884,VGUJXS,TJZCUB,5S,flexibilidad,2020-03-25 09:35:41
1885,YYZTHO,WJTRJS,Gestión visual,integridad,2021-06-15 13:42:38
1886,YSDXVW,TCYMBR,Mejor enfocada,flexibilidad,2020-08-12 13:11:02
1887,TTJBUR,SRHEUW,trabajo en equipo,eficiencia,2022-04-25 08:59:56
1888,TVGKMZ,TCYMBR,Gestión visual,eficiencia,2022-02-04 10:02:20
1889,UPALUH,RHMZLJ,Gestión visual,eficiencia,2021-07-28 11:39:48
1890,WPCELQ,UGJBEZ,Gestión visual,integridad,2021-09-28 09:40:06
1891,OQASBV,MYMUVU,Mindset digital,eficiencia,2022-04-04 08:05:00
1892,PKOKGH,OIMGGQ,Gestión visual,liderazgo,2021-08-09 15:06:16
1893,YBPEUH,SKTDVR,Mindset digital,eficiencia,2021-06-22 12:33:45
1894,MYMUVU,MDSLPF,5S,integridad,2020-12-18 10:30:58
1895,RIXIXG,EQTLKU,Gestión visual,integridad,2020-02-19 08:50:41
1896,MYMUVU,LHAHZY,Mindset digital,integridad,2021-02-26 16:32:26
1897,WIRZZR,UXWVVZ,trabajo en equipo,integridad,2022-03-25 09:11:08
1898,OBTZBH,CHZYGW,Mindset digital,flexibilidad,2021-09-10 13:52:43
1899,USOPPP,QBRDLY,Mejor enfocada,integridad,2021-10-27 09:53:18
1900,HPCBNT,ELRFFS,5S,integridad,2022-10-14 14:00:31
1901,URYLNS,RXEKOY,5S,liderazgo,2020-12-22 16:27:39
1902,YELGTT,MKXWIX,Mejor enfocada,liderazgo,2020-07-06 15:12:32
1903,XXDOCZ,TNFUQD,Gestión visual,liderazgo,2020-04-22 11:02:57
1904,XXDOCZ,KLBYOH,Mindset digital,flexibilidad,2022-05-11 09:11:25
1905,UPALUH,MYMUVU,Gestión visual,eficiencia,2020-02-14 14:04:52
1906,OKOBZI,OCRIHG,Mindset digital,eficiencia,2020-08-24 09:55:12
1907,YMYLFX,OKOBZI,5S,liderazgo,2020-10-22 14:38:09
1908,PDZTYG,MDEJQG,Mindset digital,flexibilidad,2020-10-19 12:13:01
1909,UXOIKV,UPALUH,trabajo en equipo,flexibilidad,2022-11-28 11:49:36
1910,YSDXVW,VFHEHR,Mejor enfocada,integridad,2022-05-20 13:06:24
1911,WPCELQ,FSGQEK,trabajo en equipo,eficiencia,2022-04-08 08:48:24
1912,WEAMZG,PHZJVT,trabajo en equipo,liderazgo,2020-03-18 14:04:25
1913,XPKFER,CATXCK,Mejor enfocada,integridad,2020-01-06 13:48:19
1914,TNFUQD,NUBWLD,Mejor enfocada,integridad,2020-12-10 15:26:47
1915,XKNINO,TOUMIM,5S,liderazgo,2021-03-19 08:01:21
1916,YPEREB,ODRKER,5S,eficiencia,2020-12-25 15:25:01
1917,RXEKOY,OQIZSN,5S,integridad,2021-03-05 11:45:34
1918,LMJATX,HCETRA,Mejor enfocada,liderazgo,2021-02-18 14:27:42
1919,WJTRJS,OBTZBH,Mindset digital,eficiencia,2022-06-27 14:50:35
1920,KLBYOH,AOPCNY,Gestión visual,flexibilidad,2021-01-04 14:06:36
1921,ZGFFFA,XBWZWG,Gestión visual,eficiencia,2021-02-15 09:15:28
1922,OQIZSN,OBTZBH,trabajo en equipo,eficiencia,2022-04-19 13:55:52
1923,OTDUUD,LYQTZB,5S,flexibilidad,2020-03-25 10:45:34
1924,LRDAXO,KJSLKY,Gestión visual,eficiencia,2022-05-25 08:36:20
1925,HOCGQX,CSVDUZ,Mindset digital,integridad,2021-06-11 13:00:10
1926,KJSLKY,AKNUZC,Mindset digital,integridad,2020-10-02 08:46:03
1927,LRDAXO,ELRFFS,5S,flexibilidad,2020-04-24 08:54:08
1928,QIFFFW,LUTHTK,Mejor enfocada,liderazgo,2022-11-03 10:42:22
1929,ZGFFFA,DBAUMT,Gestión visual,integridad,2020-07-27 09:05:17
1930,UIUGGE,NUQHZM,Mindset digital,eficiencia,2022-04-20 12:39:38
1931,ZVRSPJ,HGTZXV,trabajo en equipo,integridad,2020-08-21 10:02:17
1932,NOPCYT,FDKEFG,trabajo en equipo,liderazgo,2022-07-01 16:13:34
1933,OALJGY,IRQQGL,trabajo en equipo,eficiencia,2021-07-26 14:00:45
1934,YSDXVW,XXOQZL,Mejor enfocada,flexibilidad,2021-06-09 13:03:10
1935,URYLNS,MMMROI,Mejor enfocada,integridad,2020-08-19 12:42:57
1936,OALJGY,FSGQEK,5S,liderazgo,2022-07-12 13:01:00
1937,KVXWQK,GYWCQG,trabajo en equipo,flexibilidad,2021-07-28 10:54:29
1938,UIUGGE,IWZWZC,Gestión visual,liderazgo,2022-10-28 13:19:19
1939,MARBVV,JQFVBG,Mejor enfocada,eficiencia,2020-07-07 12:24:08
1940,ZJTHTP,YXITAI,Mejor enfocada,liderazgo,2020-12-23 11:01:59
1941,LYQTZB,CGGPQA,Mindset digital,flexibilidad,2020-01-09 15:51:27
1942,YMYLFX,ICSTSE,5S,integridad,2021-11-15 09:55:56
1943,QOUKJT,OTDUUD,Gestión visual,integridad,2020-04-20 08:49:54
1944,ZVRSPJ,YSDXVW,Mindset digital,eficiencia,2022-01-07 15:48:20
1945,RHBVCY,AICYGJ,trabajo en equipo,eficiencia,2020-09-11 10:47:59
1946,THIDGP,PAFJGV,trabajo en equipo,integridad,2022-12-06 15:01:14
1947,YPEREB,YBPEUH,Gestión visual,flexibilidad,2021-07-01 09:09:09
1948,PAFJGV,ELRFFS,Mejor enfocada,integridad,2022-08-22 12:48:52
1949,YSDXVW,YBPEUH,trabajo en equipo,flexibilidad,2020-11-06 11:25:38
1950,QWEVBT,NAAYMW,trabajo en equipo,integridad,2022-07-19 10:18:18
1951,JYSKJJ,CMSRDQ,Gestión visual,integridad,2022-08-12 10:50:16
1952,UPALUH,OALJGY,Gestión visual,integridad,2022-02-23 16:34:11
1953,JGDITO,GZTILD,5S,integridad,2021-05-21 12:47:09
1954,USOPPP,USOPPP,5S,integridad,2021-12-07 11:41:43
1955,TQGKAB,CMSRDQ,Mindset digital,liderazgo,2021-03-23 14:46:34
1956,OQIZSN,LUTHTK,trabajo en equipo,flexibilidad,2022-08-02 15:46:39
1957,HVSCPV,EKJNGS,5S,flexibilidad,2020-10-27 13:40:51
1958,SESMZO,SESMZO,Mejor enfocada,flexibilidad,2020-06-25 10:24:52
1959,ICSTSE,FDKEFG,5S,eficiencia,2021-02-23 08:11:44
1960,YELGTT,YELGTT,trabajo en equipo,liderazgo,2022-08-26 09:39:01
1961,KELKAC,FSGQEK,Mejor enfocada,integridad,2021-02-08 12:10:47
1962,HXLIJQ,FYNZIQ,Mejor enfocada,integridad,2021-09-08 15:03:16
1963,YYZTHO,TJZCUB,Mindset digital,flexibilidad,2022-07-01 10:52:47
1964,TNFUQD,ODRKER,Mejor enfocada,integridad,2022-07-01 13:42:20
1965,TTJBUR,MPAOFI,Mindset digital,liderazgo,2020-11-03 14:53:48
1966,MARBVV,KLASJK,Gestión visual,eficiencia,2022-12-08 12:25:22
1967,ZFSNEE,YSDXVW,Gestión visual,flexibilidad,2020-05-25 14:22:39
1968,NOPCYT,LBTOGT,Mindset digital,flexibilidad,2022-01-12 13:42:21
1969,YPEREB,UIUGGE,Mejor enfocada,integridad,2020-02-07 11:48:54
1970,UGJBEZ,DSHWKM,trabajo en equipo,eficiencia,2020-03-26 10:03:01
1971,NUBWLD,DHEKDV,5S,integridad,2022-12-26 08:26:15
1972,VGUJXS,CUCDHW,Mindset digital,liderazgo,2022-03-25 10:16:37
1973,RIXIXG,OQASBV,Gestión visual,flexibilidad,2022-04-06 12:24:40
1974,ICOBBV,ACMRSR,5S,eficiencia,2020-09-03 08:53:47
1975,YELGTT,OHZSFW,Mejor enfocada,eficiencia,2022-06-20 14:21:14
1976,QWEVBT,OALJGY,trabajo en equipo,liderazgo,2020-04-03 14:57:45
1977,PAFJGV,NUQHZM,Mejor enfocada,liderazgo,2021-04-26 08:34:43
1978,QOUKJT,MMMROI,Mejor enfocada,integridad,2022-07-11 12:48:24
1979,KUIQQV,DIUYMP,Mejor enfocada,integridad,2020-08-27 13:46:34
1980,SKBQGD,CTJUNF,Mejor enfocada,integridad,2020-02-20 15:54:13
1981,ZVRSPJ,XXXQMD,Gestión visual,liderazgo,2021-05-21 12:43:54
1982,ZJTHTP,OKOBZI,trabajo en equipo,liderazgo,2021-07-08 11:52:04
1983,YXITAI,NUBWLD,5S,liderazgo,2022-12-26 08:35:44
1984,XBWZWG,MDSLPF,Mejor enfocada,liderazgo,2021-10-20 11:18:38
1985,MSAPPM,HDMEBS,trabajo en equipo,integridad,2022-05-25 15:05:46
1986,XOKEPR,CSVDUZ,trabajo en equipo,integridad,2020-11-10 10:05:39
1987,SESMZO,DIUYMP,5S,integridad,2020-06-24 08:13:15
1988,OSDYJF,LRDAXO,Gestión visual,integridad,2021-10-25 08:08:53
1989,PKOKGH,EKOPDB,Mindset digital,integridad,2021-03-15 14:27:03
1990,TNFUQD,OBTZBH,Mindset digital,liderazgo,2021-11-15 08:17:03
1991,ZGFFFA,WTEZZM,trabajo en equipo,flexibilidad,2020-10-15 16:02:47
1992,XPKFER,XGLFJS,trabajo en equipo,eficiencia,2020-07-08 12:50:15
1993,NUBWLD,HOSBFJ,trabajo en equipo,liderazgo,2020-05-08 10:26:37
1994,SRHEUW,ELRFFS,Gestión visual,liderazgo,2022-01-25 15:37:38
1995,WPCELQ,PKOKGH,Mindset digital,flexibilidad,2021-05-13 10:34:01
1996,TQGKAB,JVPKMH,Gestión visual,liderazgo,2021-10-01 14:51:56
1997,WEAMZG,LUTHTK,Mejor enfocada,eficiencia,2020-10-19 15:26:06
1998,PZTNGZ,MMMROI,5S,eficiencia,2020-05-05 12:30:51
1999,UGTYPD,TOUMIM,5S,liderazgo,2021-04-28 12:34:10
2000,MKXWIX,AVNCFG,trabajo en equipo,integridad,2021-04-22 14:55:21
2001,YMYLFX,XXDOCZ,5S,flexibilidad,2020-12-15 08:36:17
2002,WJTRJS,PWAOVJ,5S,eficiencia,2020-05-07 13:43:15
2003,MDEJQG,CMSRDQ,5S,liderazgo,2021-04-20 11:55:36
2004,YWBCVM,XXXQMD,trabajo en equipo,eficiencia,2022-12-09 08:16:33
2005,JQFVBG,HOSBFJ,trabajo en equipo,integridad,2020-11-27 08:06:09
2006,QOUKJT,JGDITO,trabajo en equipo,liderazgo,2021-06-07 16:10:32
2007,NGQYDO,LTJQSN,trabajo en equipo,flexibilidad,2020-05-19 12:03:23
2008,YBPEUH,OALJGY,Gestión visual,flexibilidad,2021-10-25 09:17:01
2009,FISWLE,BGOPCF,Gestión visual,liderazgo,2020-03-11 16:33:10
2010,UTGFSG,RCBJMC,5S,liderazgo,2020-11-20 08:17:34
2011,DSHWKM,CRLVKD,Gestión visual,flexibilidad,2021-11-17 09:21:59
2012,QVGXTN,QOUKJT,Mejor enfocada,eficiencia,2021-08-27 08:22:28
2013,OCRIHG,DSHWKM,Gestión visual,integridad,2020-04-14 11:15:33
2014,RXRBPK,MELVYR,5S,integridad,2020-05-21 10:39:20
2015,TOUMIM,OIMGGQ,trabajo en equipo,flexibilidad,2020-12-22 08:47:00
2016,YMYLFX,UXWVVZ,Gestión visual,flexibilidad,2022-02-04 08:28:12
2017,UIUGGE,TTJBUR,5S,integridad,2021-01-07 16:39:40
2018,LYQTZB,LRDAXO,Mindset digital,integridad,2020-09-18 09:01:20
2019,KJSLKY,GYWCQG,Gestión visual,liderazgo,2021-10-27 13:48:01
2020,WIRZZR,JYSKJJ,Mindset digital,liderazgo,2022-12-07 09:16:20
2021,TTJBUR,TOUMIM,Mindset digital,liderazgo,2021-07-09 14:57:38
2022,UXOIKV,RZBQVC,Mejor enfocada,integridad,2022-01-12 09:35:17
2023,WPQVQF,IAINEP,5S,eficiencia,2020-03-20 08:02:44
2024,YYZTHO,YXITAI,Mindset digital,liderazgo,2021-11-24 16:28:57
2025,EDTPEY,AAYJSY,trabajo en equipo,flexibilidad,2021-08-17 14:49:20
2026,NCVITT,IRQQGL,5S,eficiencia,2021-03-05 15:24:49
2027,ZGFFFA,UGTYPD,5S,eficiencia,2022-06-17 08:40:28
2028,VRLILS,OBTZBH,5S,integridad,2021-05-26 16:51:37
2029,WPQVQF,KLBYOH,5S,flexibilidad,2022-11-04 10:06:59
2030,THIDGP,PAFJGV,Gestión visual,integridad,2020-02-26 12:31:07
2031,TJZCUB,SKTDVR,trabajo en equipo,eficiencia,2020-07-07 16:47:41
2032,VRLILS,URYLNS,trabajo en equipo,integridad,2021-05-10 15:44:02
2033,SESMZO,OHZSFW,Mindset digital,flexibilidad,2020-04-13 11:18:30
2034,USOPPP,EHQSCS,Mejor enfocada,flexibilidad,2021-01-06 08:54:12
2035,MKXWIX,BYARQR,Gestión visual,liderazgo,2020-11-24 16:27:12
2036,THIDGP,IAINEP,trabajo en equipo,liderazgo,2021-03-19 12:27:52
2037,WEAMZG,LGERMY,Gestión visual,flexibilidad,2021-02-11 11:12:51
2038,RIXIXG,OIMGGQ,Mejor enfocada,integridad,2022-07-15 08:59:57
2039,RFOFIV,LOOGPX,Mindset digital,liderazgo,2022-12-05 08:42:29
2040,NOPCYT,LYQTZB,Mindset digital,flexibilidad,2021-04-20 09:43:39
2041,YBPEUH,KQMIRF,Gestión visual,flexibilidad,2022-05-20 08:11:26
2042,GYWCQG,CHZYGW,trabajo en equipo,flexibilidad,2020-10-08 14:04:08
2043,NGQYDO,BGOPCF,trabajo en equipo,liderazgo,2020-11-26 09:24:48
2044,LRNAYY,JSRCFO,Gestión visual,eficiencia,2022-12-09 08:15:05
2045,YPEREB,OTDUUD,Mejor enfocada,liderazgo,2021-03-10 11:59:07
2046,VFHEHR,VFHEHR,Mindset digital,flexibilidad,2022-06-07 10:29:54
2047,QOQREG,GHZJTZ,trabajo en equipo,flexibilidad,2020-04-09 14:30:35
2048,PZTNGZ,OIMGGQ,Mejor enfocada,liderazgo,2022-06-17 16:24:20
2049,JYSKJJ,CSVDUZ,Mejor enfocada,liderazgo,2021-11-12 15:08:45
2050,RZBQVC,BGOPCF,Mindset digital,flexibilidad,2021-06-10 12:22:43
2051,SCEBLG,GYWCQG,trabajo en equipo,flexibilidad,2020-06-18 08:23:09
2052,YELGTT,MMMROI,Gestión visual,liderazgo,2020-05-15 08:34:39
2053,YSDXVW,UUSLBB,Mejor enfocada,integridad,2021-05-06 10:01:20
2054,KVXWQK,AVNCFG,Gestión visual,integridad,2022-05-27 11:53:58
2055,YBPEUH,OQASBV,Mejor enfocada,flexibilidad,2020-04-01 11:51:23
2056,XXOQZL,LOCLBR,Gestión visual,liderazgo,2022-03-28 15:31:16
2057,QVGXTN,QIFFFW,trabajo en equipo,flexibilidad,2022-03-25 08:23:10
2058,NUBWLD,LRNAYY,5S,flexibilidad,2020-07-22 13:05:13
2059,GTKOAR,CUCDHW,Gestión visual,integridad,2022-07-04 12:59:16
2060,YSDXVW,XKNINO,Gestión visual,flexibilidad,2022-09-02 09:11:44
2061,TQGKAB,COAWHR,Mindset digital,flexibilidad,2022-12-28 14:07:36
2062,XGLFJS,OALJGY,Gestión visual,integridad,2022-07-20 16:11:31
2063,TJZCUB,MDSLPF,Mejor enfocada,integridad,2022-12-01 11:34:57
2064,SCEBLG,QWEVBT,trabajo en equipo,flexibilidad,2022-01-21 09:12:47
2065,HTWLQX,GTKOAR,Mejor enfocada,flexibilidad,2022-11-02 16:48:08
2066,ZVRSPJ,GXGRWS,Gestión visual,integridad,2020-01-08 10:37:20
2067,SRHEUW,CRLVKD,Mindset digital,integridad,2022-03-16 16:57:50
2068,LOOGPX,EKOPDB,Mindset digital,liderazgo,2022-12-20 15:44:25
2069,USOPPP,URYLNS,Mindset digital,integridad,2021-02-26 15:01:48
2070,XXOQZL,KQMIRF,trabajo en equipo,eficiencia,2022-11-02 10:28:34
2071,YXITAI,TJZCUB,5S,integridad,2022-01-27 11:59:00
2072,XXOQZL,CATXCK,Mejor enfocada,eficiencia,2022-04-26 11:18:41
2073,PHZJVT,ACMRSR,Mejor enfocada,liderazgo,2021-05-26 08:50:39
2074,YMYLFX,MKXWIX,Mejor enfocada,liderazgo,2021-09-22 15:20:32
2075,SKBQGD,IWZWZC,5S,flexibilidad,2021-03-10 10:35:40
2076,YXITAI,YMYLFX,Mejor enfocada,liderazgo,2020-01-23 15:23:58
2077,PDZTYG,KJSLKY,Gestión visual,eficiencia,2022-10-25 09:39:01
2078,UTGFSG,JCOBFG,Mejor enfocada,flexibilidad,2020-04-14 10:21:52
2079,USOPPP,JDKPXA,5S,flexibilidad,2021-10-25 12:33:35
2080,OQASBV,HOCGQX,trabajo en equipo,integridad,2022-05-09 08:53:50
2081,LMJATX,AICYGJ,Gestión visual,eficiencia,2022-02-16 13:03:34
2082,VFHEHR,GHZJTZ,Mejor enfocada,flexibilidad,2022-03-25 09:24:44
2083,WEAMZG,FDKEFG,Gestión visual,flexibilidad,2021-08-24 14:25:05
2084,YSDXVW,CTJUNF,trabajo en equipo,integridad,2020-07-21 13:05:47
2085,TCYMBR,RCBJMC,Mindset digital,liderazgo,2021-10-21 13:13:48
2086,IJZCZD,DIUYMP,Mindset digital,integridad,2021-11-17 09:19:30
2087,TCYMBR,SKTDVR,Gestión visual,eficiencia,2021-01-18 12:26:32
2088,YMYLFX,PARQZG,5S,eficiencia,2020-01-03 11:40:14
2089,SPISFP,RHMZLJ,Gestión visual,eficiencia,2020-08-14 13:20:22
2090,TQGKAB,SPISFP,Gestión visual,liderazgo,2021-02-11 12:47:14
2091,LMJATX,HDMEBS,Gestión visual,liderazgo,2021-02-25 12:10:56
2092,XOKEPR,UIUGGE,Mejor enfocada,eficiencia,2022-07-27 12:47:48
2093,USOPPP,BPNTVI,Mindset digital,integridad,2022-08-25 14:44:37
2094,CRLVKD,CMSRDQ,Mejor enfocada,flexibilidad,2022-04-15 08:28:25
2095,HVSCPV,AUDTVZ,Mejor enfocada,eficiencia,2020-02-28 15:05:35
2096,GTKOAR,DSPLFC,trabajo en equipo,eficiencia,2022-03-03 09:35:44
2097,YPEREB,WTEZZM,5S,integridad,2021-07-12 14:55:58
2098,XXOQZL,XKNINO,Mindset digital,flexibilidad,2020-05-15 10:21:57
2099,UGJBEZ,THIDGP,trabajo en equipo,liderazgo,2022-04-22 12:00:34
2100,WIRZZR,TVGKMZ,5S,eficiencia,2021-10-04 13:15:20
2101,XQOAVC,UTGFSG,Gestión visual,liderazgo,2022-05-11 12:34:58
2102,LYQTZB,HPCBNT,trabajo en equipo,flexibilidad,2020-05-18 10:47:29
2103,GBNGHK,FSGQEK,trabajo en equipo,integridad,2020-10-16 09:52:52
2104,LMJATX,JSRCFO,Mejor enfocada,liderazgo,2021-04-06 14:51:19
2105,WTEZZM,NUQHZM,Mejor enfocada,eficiencia,2020-05-08 16:49:58
2106,HDMEBS,BVNVRI,Gestión visual,integridad,2021-01-15 12:54:32
2107,JVPKMH,FDKEFG,trabajo en equipo,eficiencia,2020-02-14 11:53:52
2108,YYZTHO,YYZTHO,Mindset digital,flexibilidad,2020-08-14 11:22:07
2109,YMYLFX,TJVMBD,5S,eficiencia,2020-11-19 10:35:08
2110,YXITAI,SPISFP,Gestión visual,integridad,2022-07-28 14:10:14
2111,URYLNS,FSGQEK,Mejor enfocada,eficiencia,2020-12-18 12:38:36
2112,MDSLPF,IWZWZC,Mejor enfocada,liderazgo,2022-10-07 08:23:10
2113,UGJBEZ,BKSNPB,Mejor enfocada,flexibilidad,2020-10-21 15:53:01
2114,TOUMIM,MPAOFI,Mindset digital,integridad,2020-01-07 10:49:57
2115,THIDGP,OBTZBH,Gestión visual,flexibilidad,2020-08-04 11:37:43
2116,GHZJTZ,COAWHR,Gestión visual,flexibilidad,2021-04-16 15:48:40
2117,KLASJK,JDKPXA,Mejor enfocada,integridad,2020-06-01 09:05:52
2118,PKOKGH,LRDAXO,Mindset digital,eficiencia,2021-11-02 14:10:33
2119,PDZTYG,BKSNPB,trabajo en equipo,liderazgo,2021-02-15 09:36:12
2120,PDZTYG,LTJQSN,Mejor enfocada,eficiencia,2022-02-25 08:55:02
2121,HGTZXV,DSAIUZ,Mindset digital,eficiencia,2022-01-24 09:52:10
2122,XXXQMD,RHMZLJ,Mejor enfocada,flexibilidad,2022-04-01 16:27:44
2123,ODRKER,JSRCFO,5S,integridad,2021-07-23 08:25:17
2124,SPISFP,JVPKMH,Gestión visual,liderazgo,2021-02-03 11:37:55
2125,YXITAI,YWBCVM,Mejor enfocada,eficiencia,2021-08-27 09:04:43
2126,XBWZWG,RCBJMC,Gestión visual,eficiencia,2021-11-25 12:56:34
2127,WPCELQ,NCVITT,Gestión visual,flexibilidad,2021-09-27 15:38:51
2128,UXOIKV,ULHLQI,Gestión visual,eficiencia,2022-02-01 08:38:46
2129,WJTRJS,CMSRDQ,trabajo en equipo,eficiencia,2021-08-12 16:43:16
2130,WIRZZR,ICSTSE,5S,liderazgo,2022-04-14 09:02:34
2131,RXRBPK,KQMIRF,Mejor enfocada,integridad,2021-12-03 12:56:37
2132,THIDGP,OIMGGQ,Mejor enfocada,flexibilidad,2021-06-08 15:28:56
2133,RXRBPK,FVVYVK,trabajo en equipo,eficiencia,2020-03-13 09:27:59
2134,RFOFIV,OCRIHG,5S,liderazgo,2022-11-08 08:02:49
2135,TJVMBD,LHAHZY,5S,flexibilidad,2020-02-05 09:04:04
2136,YXITAI,YBPEUH,Mejor enfocada,flexibilidad,2021-11-18 11:30:56
2137,KVXWQK,GJXAOW,Mejor enfocada,integridad,2020-12-23 13:53:58
2138,OKOBZI,MMMROI,5S,eficiencia,2021-02-08 08:17:01
2139,XGLFJS,TVGKMZ,Mejor enfocada,flexibilidad,2020-06-19 09:42:32
2140,WPCELQ,MDSLPF,Mindset digital,integridad,2020-03-10 08:09:39
2141,XBWZWG,UXOIKV,Mindset digital,flexibilidad,2022-12-19 15:32:13
2142,LMJATX,HPCBNT,trabajo en equipo,flexibilidad,2020-06-11 16:09:17
2143,SPISFP,LOCLBR,trabajo en equipo,flexibilidad,2022-02-24 14:03:13
2144,MDSLPF,ICSTSE,5S,eficiencia,2021-05-13 16:57:23
2145,XXXQMD,AESPXA,5S,integridad,2020-01-10 08:31:15
2146,YSDXVW,XXOQZL,Mejor enfocada,eficiencia,2022-08-02 14:42:32
2147,YYZTHO,PUJIAS,Mejor enfocada,eficiencia,2021-05-05 15:17:45
2148,TOUMIM,ODRKER,trabajo en equipo,eficiencia,2021-03-18 10:33:41
2149,UGTYPD,DSPLFC,Mindset digital,integridad,2020-11-02 10:40:11
2150,QVGXTN,FDKEFG,Mejor enfocada,liderazgo,2021-04-26 10:50:30
2151,ZGFFFA,YSDXVW,Mindset digital,flexibilidad,2021-06-02 09:31:38
2152,ICOBBV,EDTPEY,Mindset digital,integridad,2020-07-20 16:18:32
2153,RFOFIV,DIUYMP,trabajo en equipo,liderazgo,2021-07-12 13:49:06
2154,WPCELQ,PDZTYG,trabajo en equipo,eficiencia,2021-11-19 14:38:13
2155,QVGXTN,KLBYOH,Mindset digital,eficiencia,2020-09-17 11:56:27
2156,UGJBEZ,NUQHZM,Mejor enfocada,integridad,2022-02-17 15:57:44
2157,USOPPP,LOOGPX,Mejor enfocada,eficiencia,2021-10-25 16:49:06
2158,UXWVVZ,ULHLQI,5S,liderazgo,2022-02-17 08:02:17
2159,OCRIHG,IYSOAD,Gestión visual,eficiencia,2022-04-27 10:01:46
2160,ZGFFFA,YPEREB,Gestión visual,integridad,2021-02-02 09:11:08
2161,PKOKGH,EQTLKU,Gestión visual,liderazgo,2022-10-17 14:43:12
2162,XPKFER,RCBJMC,Mejor enfocada,flexibilidad,2021-06-01 08:29:32
2163,WPQVQF,UXOIKV,Gestión visual,liderazgo,2022-05-09 14:01:44
2164,ZFSNEE,JVPKMH,Gestión visual,liderazgo,2022-05-26 10:39:34
2165,OSDYJF,AAYJSY,5S,liderazgo,2022-11-09 11:07:41
2166,UTGFSG,TJVMBD,Mejor enfocada,flexibilidad,2022-01-17 15:30:08
2167,ZFSNEE,TJVMBD,Gestión visual,liderazgo,2022-06-07 09:42:24
2168,UGTYPD,UGJBEZ,Mindset digital,integridad,2021-05-18 13:35:51
2169,VGUJXS,OSDYJF,5S,flexibilidad,2021-01-20 08:02:45
2170,MPAOFI,ICOBBV,trabajo en equipo,liderazgo,2022-04-19 08:40:37
2171,RXRBPK,MARBVV,Mejor enfocada,integridad,2020-11-13 09:13:41
2172,XOKEPR,VRLILS,trabajo en equipo,liderazgo,2020-04-16 08:47:17
2173,OTDUUD,CSVDUZ,5S,integridad,2022-05-19 15:02:04
2174,PKOKGH,LTJQSN,Mejor enfocada,flexibilidad,2020-02-21 12:05:28
2175,YXITAI,XXDOCZ,Mejor enfocada,flexibilidad,2022-04-21 11:08:33
2176,MDEJQG,HVGQZL,trabajo en equipo,liderazgo,2022-08-16 15:06:37
2177,ZFSNEE,QOUKJT,Gestión visual,integridad,2021-01-11 09:56:22
